0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.181413329236096543e-01,3.845596567164549090e-02,5.594674731595059708e-03,-2.922744146311626566e-04,-1.907916092388776594e-05
3.468958467039466309e-01,6.114658093583674736e-02,8.902043343944942080e-03,-9.026101790600433560e-04,-9.865433550872656251e-05
3.917483314550368467e-01,6.905157267749981176e-02,1.005362643287776095e-02,-1.083076341260843893e-03,-1.263848020682216010e-04
3.448573088451812874e-01,6.079362906379108533e-02,8.844775098806751876e-03,-5.207366042869423671e-04,-9.041971875328521789e-05
3.476893080587784013e-01,6.129538522994790878e-02,8.915246082243668407e-03,-3.788337704757892038e-04,-9.476889791585325451e-05
3.476893080587784013e-01,6.129538522994790878e-02,8.915246082243668407e-03,-3.788337704757892038e-04,-9.476889791585325451e-05
3.276547567402370853e-01,5.776703332255395812e-02,8.398533146190866397e-03,-1.497341554311641687e-04,-7.832934400326623631e-05
3.276581680539852881e-01,5.776771399158983633e-02,8.398372974548340766e-03,-1.497426385057899247e-04,-7.832792308602791421e-05
4.659393606976302560e-01,8.535978739550897920e-02,1.904300025177838376e-03,-4.937753713472529775e-04,-2.070268248330590520e-05
5.083249883979856776e-01,9.386201338190024168e-02,-2.266575609200230032e-04,-6.176977227256982492e-04,-7.705920249671809215e-07
5.083249883979856776e-01,9.386201338190024168e-02,-2.266575609200230032e-04,-6.176977227256982492e-04,-7.705920249671809215e-07
5.375058044635978582e-01,9.990761124104570456e-02,-2.291064491576720076e-03,-6.436213420601821908e-04,2.383898629494364001e-05
5.375057104324069135e-01,9.990761686747091919e-02,-2.291060159078068138e-03,-6.436214172774813768e-04,2.383894271323490593e-05
4.645578077196143574e-01,1.042744684059381532e-01,1.070421755124091948e-03,-7.019531149083861436e-04,-9.973970532422014651e-06
4.568931779661649650e-01,1.097562911836383048e-01,2.109127712678753822e-03,-7.839842691307251322e-04,-2.353371476201675141e-05
4.568931779661649650e-01,1.097562911836383048e-01,2.109127712678753822e-03,-7.839842691307251322e-04,-2.353371476201675141e-05
4.435263581949727696e-01,1.143414739676846814e-01,3.158141893995968560e-03,-8.445280067562596030e-04,-3.484289121882062147e-05
4.435263581949727696e-01,1.143414739676846814e-01,3.158141893995968560e-03,-8.445280067562596030e-04,-3.484289121882062147e-05
4.391811867225923760e-01,1.156012147316499428e-01,3.358800780178815976e-03,-8.503326315287785750e-04,-3.592929709054256386e-05
4.372519338011924273e-01,1.158415778154688325e-01,3.414954727452991501e-03,-8.550187422808270057e-04,-3.625803117128174652e-05
4.372519338011924273e-01,1.158415778154688325e-01,3.414954727452991501e-03,-8.550187422808270057e-04,-3.625803117128174652e-05
4.362695198529956131e-01,1.160547670081650412e-01,3.450638942188795528e-03,-8.574489472045015949e-04,-3.643609557596882585e-05
4.362695198529956131e-01,1.160547670081650412e-01,3.450638942188795528e-03,-8.574489472045015949e-04,-3.643609557596882585e-05
4.360440442638675029e-01,1.160812088468591713e-01,3.455899860516081692e-03,-8.574905485294130039e-04,-3.642000649486739510e-05
4.360440442638675029e-01,1.160812088468591713e-01,3.455899860516081692e-03,-8.574905485294130039e-04,-3.642000649486739510e-05
4.359957033644310531e-01,1.160902289307861046e-01,3.458515603039028982e-03,-8.575569540559358026e-04,-3.643765207376261787e-05
4.359994276402362479e-01,1.160903688475676543e-01,3.458231839311130124e-03,-8.575542977732459032e-04,-3.643441652390785033e-05
4.359994276402362479e-01,1.160903688475676543e-01,3.458231839311130124e-03,-8.575542977732459032e-04,-3.643441652390785033e-05
4.359916459538112909e-01,1.160913433933247335e-01,3.458464118486384402e-03,-8.575558370867808304e-04,-3.643459138028704313e-05
4.359916459538112909e-01,1.160913433933247335e-01,3.458464118486384402e-03,-8.575558370867808304e-04,-3.643459138028704313e-05
4.359897333446187129e-01,1.160916625480062497e-01,3.458554067482967100e-03,-8.575581609005668684e-04,-3.643516460240580148e-05
