0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.010453535820815596e-01,1.106617157789891413e-02,-6.462601761275705995e-04,3.272637279766858233e-04
5.260162624932355202e-01,2.894384965306644186e-02,-1.584147840459197839e-03,-3.448258790495909235e-04
9.930095707187405196e-01,5.464810429834801586e-02,-2.981439630441310926e-03,-7.017148261244956185e-04
7.546451740247870354e-01,4.153761814719861972e-02,-2.262013406628171457e-03,-1.160858255646156226e-04
6.769161375432988237e-01,3.727038938846329030e-02,-1.983932568923016219e-03,1.221355623523454580e-04
6.750470932131087398e-01,3.717719462902647348e-02,-1.925288258484396907e-03,1.270927813057582995e-04
5.863132715092582714e-01,3.265794444634224913e-02,2.983376586566830954e-04,3.063538588170011158e-04
5.863389767328706093e-01,3.266818634038652636e-02,2.981411894992528548e-04,3.062550633178717395e-04
6.342176050162713352e-01,6.399901857310763553e-02,-3.783864083672493369e-04,-3.621512026296395308e-05
6.313529648844975473e-01,7.081970564462700124e-02,-5.737604741105567854e-04,-1.323460721972987406e-04
6.243581577193411114e-01,7.263347773994238699e-02,-5.956491400722574653e-04,-1.694924669463343915e-04
6.209543296150741298e-01,7.605697331307155473e-02,-5.667946995259044544e-04,-2.279089817624057744e-04
6.131542765399928818e-01,8.193383426339052866e-02,-3.132013868589066021e-04,-3.397388823231085831e-04
5.996671122231143070e-01,9.271538414207849965e-02,3.617943091482924952e-04,-5.662463617860831466e-04
5.996671122231143070e-01,9.271538414207849965e-02,3.617943091482924952e-04,-5.662463617860831466e-04
5.258530296856036568e-01,1.024879381484842950e-01,1.176909749256825708e-03,-7.079755345105597387e-04
5.142256313247963728e-01,1.074402900612874551e-01,1.059100554425596247e-03,-7.594369947645996299e-04
5.142256313247963728e-01,1.074402900612874551e-01,1.059100554425596247e-03,-7.594369947645996299e-04
4.994831597599880824e-01,1.127743430519269896e-01,9.275889166063359947e-04,-8.076240910295430118e-04
4.988288137804577915e-01,1.134452101314255973e-01,8.036560854144931100e-04,-8.021363496394939580e-04
4.988288137804577915e-01,1.134452101314255973e-01,8.036560854144931100e-04,-8.021363496394939580e-04
4.935742441053534435e-01,1.153474922171485451e-01,7.813752980190269426e-04,-8.201521909004800930e-04
4.935742441053534435e-01,1.153474922171485451e-01,7.813752980190269426e-04,-8.201521909004800930e-04
4.910999452297102885e-01,1.156021168963865114e-01,8.125023612444557839e-04,-8.229441933110440794e-04
4.907837049637737703e-01,1.155442595459814231e-01,8.170453223662559441e-04,-8.220274035098851413e-04
4.907837049637737703e-01,1.155442595459814231e-01,8.170453223662559441e-04,-8.220274035098851413e-04
4.905569647799002397e-01,1.155025655155279829e-01,8.203008321946773625e-04,-8.213653826286930601e-04
4.909516460321279308e-01,1.153903412438828519e-01,8.088958523099478923e-04,-8.190678687074584357e-04
4.909516460321279308e-01,1.153903412438828519e-01,8.088958523099478923e-04,-8.190678687074584357e-04
